ID	Name	UiID	RepresentID	ColorID	ColorID1	ColorID2	Genre	SubType	DetailType	Price	Level	BindType	MaxDurability	AbradeRate	MaxExistTime	MaxExistAmount	CanTrade	CanDestroy	SetID	ScriptName	Quality	Base1Type	Base1Min	Base1Max	Base2Type	Base2Min	Base2Max	Base3Type	Base3Min	Base3Max	Base4Type	Base4Min	Base4Max	Base5Type	Base5Min	Base5Max	Base6Type	Base6Min	Base6Max	Require1Type	Require1Value	Require2Type	Require2Value	Require3Type	Require3Value	Require4Type	Require4Value	Require5Type	Require5Value	Require6Type	Require6Value	Magic1Type	Magic2Type	Magic3Type	Magic4Type	Magic5Type	Magic6Type	Magic7Type	Magic8Type	Magic9Type	Magic10Type	Magic11Type	Magic12Type	Magic13Type	Magic14Type	Magic15Type	Magic16Type	SkillID	SkillLevel	BelongSchool	MagicKind	MagicType	GetType	_CATEGORY	CoolDownID	IconTag1	IconTag2	IsSpecialIcon	IsSpecialRepresent	IconID	CanSetColor	AucGenre	AucSubType	RequireCamp	RequireProfessionID	RequireProfessionLevel	RequireProfessionBranch	PackageGenerType	PackageSubType	TargetType	EnchantRepresentID1	EnchantRepresentID2	EnchantRepresentID3	EnchantRepresentID4	ExistType	EquipCoolDownID	RecommendID	DiamondTypeMask1	DiamondAttributeID1	DiamondTypeMask2	DiamondAttributeID2	DiamondTypeMask3	DiamondAttributeID3	MaxStrengthLevel	CanApart	IgnoreBindMask	CanExterior	BelongForceMask	MapBanUseItemMask	Represent1	SpecialRepair	CanChangeMagic	GrowthTabIndex	NeedGrowthExp	CanShared	MapBanTradeItemMask	MapCanExistItemMask	MapBanEquipItemMask	EquipUsage	RepairPriceRebate
24780	流绯戒	135391	0					5	0	300	2200	3	0	0		1	1		0		4	atInvalid			atInvalid			atInvalid												5	100											14484	3228	19244	31222	38911	0	0	0	0	0	0	0							通用	根骨	会心命中	声望									4	2	7												736	6							6	0	0		4198512				1			0				1	
24781	芷墨戒	135392	0					5	0	300	2200	3	0	0		1	1		0		4	atInvalid			atInvalid			atInvalid												5	100											14484	3068	19244	31223	38911	0	0	0	0	0	0	0							通用	元气	会心命中	声望									4	2	7												736	7							6	0	0		3206				1			0				1	
24782	无熠戒	135393	0					5	0	300	2200	3	0	0		1	1		0		4	atInvalid			atInvalid			atInvalid												5	100											14484	949	12130	27453	38911	0	0	0	0	0	0	0							通用	力道	会心命中	声望									4	2	7												736	4							6	0	0		8397448				1			0				1	
24783	寒城戒	135394	0					5	0	300	2200	3	0	0		1	1		0		4	atInvalid			atInvalid			atInvalid												5	100											14484	4073	12130	27453	38911	0	0	0	0	0	0	0							通用	身法	会心命中	声望									4	2	7												736	5							6	0	0		52445456				1			0				1	
24784	长琴戒	135395	0					5	0	300	2200	3	0	0		1	1		0		4	atInvalid			atInvalid			atInvalid												5	100											14484	3228	7019	31222	0	0	0	0	0	0	0	0							通用	治疗	治疗会心	声望									4	2	7												736	9							6	0	0		4198500				1			0				1	
24785	挽执戒	135396	0					5	0	300	2200	3	0	0		1	1		0		4	atInvalid			atInvalid			atInvalid												5	100											21136	2649	22400	5078	0	0	0	0	0	0	0	0							通用	防御	外防急速	声望									4	2	7												736	8							6	0	0		2098186				1			0				1	
24786	池景链	135427	0					4	0	314	2300	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											16035	2625	14154	30832	30357	0	0	0	0	0	0	0							通用	根骨	会心无双	声望									4	1	7												736	6	17	17060	0	0	0	0	6	0	0		4198512				1			0				1	
24787	年落链	135428	0					4	0	314	2300	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											16035	3968	14154	30833	30357	0	0	0	0	0	0	0							通用	元气	会心无双	声望									4	1	7												736	7	17	17060	0	0	0	0	6	0	0		3206				1			0				1	
24788	渊澄链	135429	0					4	0	314	2300	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											16035	430	11201	30834	30357	0	0	0	0	0	0	0							通用	力道	会心无双	声望									4	1	7												736	4	17	7582	0	0	0	0	6	0	0		8397448				1			0				1	
24789	阙岚链	135430	0					4	0	314	2300	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											16035	4515	11201	30834	30357	0	0	0	0	0	0	0							通用	身法	会心无双	声望									4	1	7												736	5	17	7582	0	0	0	0	6	0	0		52445456				1			0				1	
24790	忘盏链	135431	0					4	0	314	2300	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											16035	2625	5303	30832	0	0	0	0	0	0	0	0							通用	治疗	治疗会心	声望									4	1	7												736	9	17	2830	0	0	0	0	6	0	0		4198500				1			0				1	
24791	梵天链	135432	0					4	0	314	2300	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											30026	1572	20393	4019	0	0	0	0	0	0	0	0							通用	防御	外防急速	声望									4	1	7												736	8	17	45822	0	0	0	0	6	0	0		2098186				1			0				1	
24792	陌宣坠	135433	0					7	0	377	2300	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											16035	2625	14154	39063	30357	0	0	0	0	0	0	0							通用	根骨	命中无双	声望									4	3	7												736	6	17	51591	0	0	0	0	6	0	0		4198512				1			0				1	
24793	倾安坠	135434	0					7	0	377	2300	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											16035	3968	14154	39063	30357	0	0	0	0	0	0	0							通用	元气	命中无双	声望									4	3	7												736	7	17	20175	0	0	0	0	6	0	0		3206				1			0				1	
24794	烁旻坠	135435	0					7	0	377	2300	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											16035	430	11201	39063	30357	0	0	0	0	0	0	0							通用	力道	命中无双	声望									4	3	7												736	4	17	9481	0	0	0	0	6	0	0		8397448				1			0				1	
24795	棕方坠	135436	0					7	0	377	2300	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											16035	4515	11201	39063	30357	0	0	0	0	0	0	0							通用	身法	命中无双	声望									4	3	7												736	5	17	9481	0	0	0	0	6	0	0		52445456				1			0				1	
24796	盛沽坠	135437	0					7	0	377	2300	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											16035	2625	13724	0	0	0	0	0	0	0	0	0							通用	治疗	治疗量	声望									4	3	7												736	9	17	233	0	0	0	0	6	0	0		4198500				1			0				1	
24797	宴函坠	135438	0					7	0	377	2300	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											30026	793	31225	38242	4019	0	0	0	0	0	0	0							通用	防御	闪避命中	声望									4	3	7												736	8	17	944	0	0	0	0	6	0	0		2098186				1			0				1	
24798	流绯戒	135439	0					5	0	314	2300	3	0	0		1	1		0		4	atInvalid			atInvalid			atInvalid												5	100											16035	2625	14154	30832	39368	0	0	0	0	0	0	0							通用	根骨	会心命中	声望									4	2	7												736	6							6	0	0		4198512				1			0				1	
24799	芷墨戒	135440	0					5	0	314	2300	3	0	0		1	1		0		4	atInvalid			atInvalid			atInvalid												5	100											16035	3968	14154	30833	39368	0	0	0	0	0	0	0							通用	元气	会心命中	声望									4	2	7												736	7							6	0	0		3206				1			0				1	
24800	无熠戒	135441	0					5	0	314	2300	3	0	0		1	1		0		4	atInvalid			atInvalid			atInvalid												5	100											16035	430	11201	30834	39368	0	0	0	0	0	0	0							通用	力道	会心命中	声望									4	2	7												736	4							6	0	0		8397448				1			0				1	
24801	寒城戒	135442	0					5	0	314	2300	3	0	0		1	1		0		4	atInvalid			atInvalid			atInvalid												5	100											16035	4515	11201	30834	39368	0	0	0	0	0	0	0							通用	身法	会心命中	声望									4	2	7												736	5							6	0	0		52445456				1			0				1	
24802	长琴戒	135443	0					5	0	314	2300	3	0	0		1	1		0		4	atInvalid			atInvalid			atInvalid												5	100											16035	2625	5303	30832	0	0	0	0	0	0	0	0							通用	治疗	治疗会心	声望									4	2	7												736	9							6	0	0		4198500				1			0				1	
24803	挽执戒	135444	0					5	0	314	2300	3	0	0		1	1		0		4	atInvalid			atInvalid			atInvalid												5	100											30026	1572	20393	4019	0	0	0	0	0	0	0	0							通用	防御	外防急速	声望									4	2	7												736	8							6	0	0		2098186				1			0				1	
24804	浪沙链	135451	0					4	0	289	2120	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											17595	1096	8098	38018	25962	0	0	0	0	0	0	0							通用	根骨	破防无双	声望									4	1	7												736	6	17	4125	0	0	0	0	6	0	0		4198512				1			0				1	
24805	溟湾链	135452	0					4	0	289	2120	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											17595	3889	8098	38018	25962	0	0	0	0	0	0	0							通用	元气	破防无双	声望									4	1	7												736	7	17	4125	0	0	0	0	6	0	0		3206				1			0				1	
24806	横海链	135453	0					4	0	289	2120	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											17595	1663	4380	5206	25962	0	0	0	0	0	0	0							通用	力道	破防无双	声望									4	1	7												736	4	17	4125	0	0	0	0	6	0	0		8397448				1			0				1	
24807	弄潮链	135454	0					4	0	289	2120	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											17595	4061	4380	5206	25962	0	0	0	0	0	0	0							通用	身法	破防无双	声望									4	1	7												736	5	17	4125	0	0	0	0	6	0	0		52445456				1			0				1	
24808	晚汐链	135455	0					4	0	289	2120	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											17595	1096	5413	0	0	0	0	0	0	0	0	0							通用	治疗	治疗量	声望									4	1	7												736	9	17	204	0	0	0	0	6	0	0		4198500				1			0				1	
24809	伏波链	135456	0					4	0	289	2120	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											19815	2248	21643	21056	8259	0	0	0	0	0	0	0							通用	防御	内防急速	声望									4	1	7												736	8	17	11520	0	0	0	0	6	0	0		2098186				1			0				1	
24810	浪沙坠	135457	0					7	0	347	2120	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											17595	1096	8098	30985	38212	0	0	0	0	0	0	0							通用	根骨	会心命中	声望									4	3	7												736	6	17	204	0	0	0	0	6	0	0		4198512				1			0				1	
24811	溟湾坠	135458	0					7	0	347	2120	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											17595	3889	8098	38213	38212	0	0	0	0	0	0	0							通用	元气	会心命中	声望									4	3	7												736	7	17	470	0	0	0	0	6	0	0		3206				1			0				1	
24812	横海坠	135459	0					7	0	347	2120	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											17595	1663	4380	4505	38212	0	0	0	0	0	0	0							通用	力道	会心命中	声望									4	3	7												736	4	17	266	0	0	0	0	6	0	0		8397448				1			0				1	
24813	弄潮坠	135460	0					7	0	347	2120	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											17595	4061	4380	4505	38212	0	0	0	0	0	0	0							通用	身法	会心命中	声望									4	3	7												736	5	17	244	0	0	0	0	6	0	0		52445456				1			0				1	
24814	晚汐坠	135461	0					7	0	347	2120	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											17595	1096	2844	30985	0	0	0	0	0	0	0	0							通用	治疗	治疗会心	声望									4	3	7												736	9	17	204	0	0	0	0	6	0	0		4198500				1			0				1	
24815	伏波坠	135462	0					7	0	347	2120	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											19815	6271	38288	5074	0	0	0	0	0	0	0	0							通用	防御	外防命中	声望									4	3	7												736	8	17	2849	0	0	0	0	6	0	0		2098186				1			0				1	
24816	浪沙链	135463	0					4	0	306	2240	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											14994	2562	14168	30265	31474	0	0	0	0	0	0	0							通用	根骨	破防无双	声望									4	1	7												736	6	17	4125	0	0	0	0	6	0	0		4198512				1			0				1	
24817	溟湾链	135464	0					4	0	306	2240	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											14994	4162	14168	30265	31474	0	0	0	0	0	0	0							通用	元气	破防无双	声望									4	1	7												736	7	17	4125	0	0	0	0	6	0	0		3206				1			0				1	
24818	横海链	135465	0					4	0	306	2240	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											14994	4365	3701	6989	31474	0	0	0	0	0	0	0							通用	力道	破防无双	声望									4	1	7												736	4	17	4125	0	0	0	0	6	0	0		8397448				1			0				1	
24819	弄潮链	135466	0					4	0	306	2240	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											14994	5887	3701	6989	31474	0	0	0	0	0	0	0							通用	身法	破防无双	声望									4	1	7												736	5	17	4125	0	0	0	0	6	0	0		52445456				1			0				1	
24820	晚汐链	135467	0					4	0	306	2240	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											14994	2562	6427	0	0	0	0	0	0	0	0	0							通用	治疗	治疗量	声望									4	1	7												736	9	17	204	0	0	0	0	6	0	0		4198500				1			0				1	
24821	伏波链	135468	0					4	0	306	2240	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											18746	631	21710	22039	7330	0	0	0	0	0	0	0							通用	防御	内防急速	声望									4	1	7												736	8	17	11520	0	0	0	0	6	0	0		2098186				1			0				1	
24822	浪沙坠	135469	0					7	0	367	2240	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											14994	2562	14168	30987	38798	0	0	0	0	0	0	0							通用	根骨	会心命中	声望									4	3	7												736	6	17	204	0	0	0	0	6	0	0		4198512				1			0				1	
24823	溟湾坠	135470	0					7	0	367	2240	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											14994	4162	14168	35400	38798	0	0	0	0	0	0	0							通用	元气	会心命中	声望									4	3	7												736	7	17	470	0	0	0	0	6	0	0		3206				1			0				1	
24824	横海坠	135471	0					7	0	367	2240	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											14994	4365	3701	3414	38798	0	0	0	0	0	0	0							通用	力道	会心命中	声望									4	3	7												736	4	17	266	0	0	0	0	6	0	0		8397448				1			0				1	
24825	弄潮坠	135472	0					7	0	367	2240	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											14994	5887	3701	3414	38798	0	0	0	0	0	0	0							通用	身法	会心命中	声望									4	3	7												736	5	17	244	0	0	0	0	6	0	0		52445456				1			0				1	
24826	晚汐坠	135473	0					7	0	367	2240	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											14994	2562	1674	30987	0	0	0	0	0	0	0	0							通用	治疗	治疗会心	声望									4	3	7												736	9	17	204	0	0	0	0	6	0	0		4198500				1			0				1	
24827	伏波坠	135474	0					7	0	367	2240	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											18746	5139	38081	4986	0	0	0	0	0	0	0	0							通用	防御	外防命中	声望									4	3	7												736	8	17	2849	0	0	0	0	6	0	0		2098186				1			0				1	
24828	三宿·润木扳指	135818	0					5	0	35	282	3	0	0			1		3044		4	atInvalid			atInvalid			atInvalid												5	70											410	85	208	7603	2548	0	0	0	0	0	0	0							蓬莱	外功	伤害（PVE）	道具换取									4	2	7												736	35							2	0	0		16777216				1			0				1	
24829	三宿·润木指环	135819	0					5	0	35	282	3	0	0			1		3044		4	atInvalid			atInvalid			atInvalid												5	70											410	85	208	38021	2548	0	0	0	0	0	0	0							蓬莱	外功	命中（PVE）	道具换取									4	2	7												736	35							2	0	0		16777216				1			0				1	
24830	三宿·润木链	135820	0					4	0	35	282	3	0	0			1		3044		4	atInvalid			atInvalid			atInvalid												5	70											410	85	208	38021	2548	0	0	0	0	0	0	0							蓬莱	外功	命中（PVE）	道具换取									4	1	7												736	35	17	3778	0	0	0	0	2	0	0		16777216				1			0				1	
24831	百战·舒翅戒	135821	0					5	0	38	306	3	0	0			1		3045		4	atInvalid			atInvalid			atInvalid												5	80											474	468	336	7565	4754	0	0	0	0	0	0	0							蓬莱	外功	伤害（PVE）	道具换取									4	2	7												736	35							6	0	0		16777216				1			0				1	
24832	百战·舒翅链	135822	0					4	0	38	306	3	0	0			1		3045		4	atInvalid			atInvalid			atInvalid												5	80											474	468	336	7565	4754	0	0	0	0	0	0	0							蓬莱	外功	伤害（PVE）	道具换取									4	1	7												736	35	17	4125	0	0	0	0	6	0	0		16777216				1			0				1	
24833	百战·舒翅环	135823	0					5	0	38	306	3	0	0			1		3045		4	atInvalid			atInvalid			atInvalid												5	80											474	468	336	38008	4754	0	0	0	0	0	0	0							蓬莱	外功	命中（PVE）	道具换取									4	2	7												736	35							6	0	0		16777216				1			0				1	
24834	千缘·远游链	135824	0					4	0	40	317	3	0	0			1		3046		4	atInvalid			atInvalid			atInvalid												5	80											441	468	351	7594	2610	0	0	0	0	0	0	0							蓬莱	外功	伤害（PVE）	道具换取									4	1	7												736	35	17	4125	0	0	0	0	6	0	0		16777216				1			0				1	
24835	千缘·远游环	135825	0					5	0	40	317	3	0	0			1		3046		4	atInvalid			atInvalid			atInvalid												5	80											441	468	351	38017	2610	0	0	0	0	0	0	0							蓬莱	外功	命中（PVE）	道具换取									4	2	7												736	35							6	0	0		16777216				1			0				1	
24836	千缘·远游戒	135826	0					5	0	40	317	3	0	0			1		3046		4	atInvalid			atInvalid			atInvalid												5	80											441	468	351	272	2610	0	0	0	0	0	0	0							蓬莱	外功	会心（PVE）	道具换取									4	2	7												736	35							6	0	0		16777216				1			0				1	
24837	再临·龙渊坠	135827	0					7	0	36	470	3	0	0			1		3041		4	atInvalid			atInvalid			atInvalid												5	90											2873	96	389	7553	38140	0	0	0	0	0	0	0							蓬莱	外功	破防命中	任务									4	3	7												736	35	17	244	0	0	0	0	6	0	0		16777216				1			0				1	
24838	再临·龙渊链	135828	0					4	0	30	470	3	0	0			1		3041		4	atInvalid			atInvalid			atInvalid												5	90											2873	96	389	7553	38140	0	0	0	0	0	0	0							蓬莱	外功	破防命中	任务									4	1	7												736	35	17	3778	0	0	0	0	6	0	0		16777216				1			0				1	
24839	再临·龙渊戒	135829	0					5	0	30	470	3	0	0			1		3041		4	atInvalid			atInvalid			atInvalid												5	90											2873	96	389	7553	38140	0	0	0	0	0	0	0							蓬莱	外功	破防命中	任务									4	2	7												736	35							6	0	0		16777216				1			0				1	
24840	纵横四海·徙山链	136095	0					4	0	291	2130	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											15574	1096	8201	28236	5314	0	0	0	0	0	0	0							通用	根骨	破防(PVP)	阵营拍卖									4	1	2												736	6	17	7453	0	0	0	0	6	0	0		67108863				1			0				0	
24841	纵横四海·守拙链	136096	0					4	0	291	2130	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											15574	3889	8201	28236	5314	0	0	0	0	0	0	0							通用	元气	破防(PVP)	阵营拍卖									4	1	2												736	7	17	7453	0	0	0	0	6	0	0		67108863				1			0				0	
24842	纵横四海·危固链	136097	0					4	0	291	2130	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											15574	1663	3244	7022	5314	0	0	0	0	0	0	0							通用	力道	破防(PVP)	阵营拍卖									4	1	2												736	4	17	7453	0	0	0	0	6	0	0		67108863				1			0				0	
24843	纵横四海·逸身链	136098	0					4	0	291	2130	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											15574	4061	3244	7022	5314	0	0	0	0	0	0	0							通用	身法	破防(PVP)	阵营拍卖									4	1	2												736	5	17	7453	0	0	0	0	6	0	0		67108863				1			0				0	
24844	纵横四海·祝由链	136099	0					4	0	291	2130	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											15574	1096	3569	5314	0	0	0	0	0	0	0	0							通用	治疗	治疗量(PVP)	阵营拍卖									4	1	2												736	9	17	7453	0	0	0	0	6	0	0		67108863				1			0				0	
24845	纵横四海·徙山坠	136100	0					7	0	349	2130	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											19902	1096	14174	5185	5314	0	0	0	0	0	0	0					6800	32	通用	根骨	御劲(PVP)	阵营拍卖		329							4	3	2												736	6	17	7453	0	0	0	0	6	0	0		67108863				1			0				0	
24846	纵横四海·守拙坠	136101	0					7	0	349	2130	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											19902	3889	14174	5185	5314	0	0	0	0	0	0	0					6800	32	通用	元气	御劲(PVP)	阵营拍卖		329							4	3	2												736	7	17	7453	0	0	0	0	6	0	0		67108863				1			0				0	
24847	纵横四海·危固坠	136102	0					7	0	349	2130	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											19902	1663	13377	5185	5314	0	0	0	0	0	0	0					6800	33	通用	力道	御劲(PVP)	阵营拍卖		329							4	3	2												736	4	17	7453	0	0	0	0	6	0	0		67108863				1			0				0	
24848	纵横四海·逸身坠	136103	0					7	0	349	2130	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											19902	4061	13377	5185	5314	0	0	0	0	0	0	0					6800	33	通用	身法	御劲(PVP)	阵营拍卖		329							4	3	2												736	5	17	7453	0	0	0	0	6	0	0		67108863				1			0				0	
24849	纵横四海·祝由坠	136104	0					7	0	349	2130	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											19902	1096	7019	5185	5314	0	0	0	0	0	0	0					6800	31	通用	治疗	治疗御劲(PVP)	阵营拍卖		329							4	3	2												736	9	17	3693	0	0	0	0	6	0	0		67108863				1			0				0	
24850	纵横四海·徙山戒	136105	0					5	0	291	2130	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											19902	1096	14174	5185	5314	0	0	0	0	0	0	0							通用	根骨	御劲(PVP)	阵营拍卖									4	2	2												736	6							6	0	0		67108863				1			0				0	
24851	纵横四海·守拙戒	136106	0					5	0	291	2130	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											19902	3889	14174	5185	5314	0	0	0	0	0	0	0							通用	元气	御劲(PVP)	阵营拍卖									4	2	2												736	7							6	0	0		67108863				1			0				0	
24852	纵横四海·危固戒	136107	0					5	0	291	2130	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											19902	1663	13377	5185	5314	0	0	0	0	0	0	0							通用	力道	御劲(PVP)	阵营拍卖									4	2	2												736	4							6	0	0		67108863				1			0				0	
24853	纵横四海·逸身戒	136108	0					5	0	291	2130	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											19902	4061	13377	5185	5314	0	0	0	0	0	0	0							通用	身法	御劲(PVP)	阵营拍卖									4	2	2												736	5							6	0	0		67108863				1			0				0	
24854	纵横四海·祝由戒	136109	0					5	0	291	2130	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											19902	1096	7019	5185	5314	0	0	0	0	0	0	0							通用	治疗	治疗御劲(PVP)	阵营拍卖									4	2	2												736	9							6	0	0		67108863				1			0				0	
24855	气荡沧溟·撼岳链	136166	0					4	0	291	2130	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											15574	1096	8201	28236	5314	0	0	0	0	0	0	0							通用	根骨	破防(PVP)	阵营拍卖									4	1	4												736	6	17	7453	0	0	0	0	6	0	0		67108863				1			0				0	
24856	气荡沧溟·维心链	136167	0					4	0	291	2130	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											15574	3889	8201	28236	5314	0	0	0	0	0	0	0							通用	元气	破防(PVP)	阵营拍卖									4	1	4												736	7	17	7453	0	0	0	0	6	0	0		67108863				1			0				0	
24857	气荡沧溟·铸坚链	136168	0					4	0	291	2130	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											15574	1663	3244	7022	5314	0	0	0	0	0	0	0							通用	力道	破防(PVP)	阵营拍卖									4	1	4												736	4	17	7453	0	0	0	0	6	0	0		67108863				1			0				0	
24858	气荡沧溟·徊江链	136169	0					4	0	291	2130	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											15574	4061	3244	7022	5314	0	0	0	0	0	0	0							通用	身法	破防(PVP)	阵营拍卖									4	1	4												736	5	17	7453	0	0	0	0	6	0	0		67108863				1			0				0	
24859	气荡沧溟·邪客链	136170	0					4	0	291	2130	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											15574	1096	3569	5314	0	0	0	0	0	0	0	0							通用	治疗	治疗量(PVP)	阵营拍卖									4	1	4												736	9	17	7453	0	0	0	0	6	0	0		67108863				1			0				0	
24860	气荡沧溟·撼岳坠	136171	0					7	0	349	2130	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											19902	1096	14174	5185	5314	0	0	0	0	0	0	0					6800	32	通用	根骨	御劲(PVP)	阵营拍卖		329							4	3	4												736	6	17	7453	0	0	0	0	6	0	0		67108863				1			0				0	
24861	气荡沧溟·维心坠	136172	0					7	0	349	2130	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											19902	3889	14174	5185	5314	0	0	0	0	0	0	0					6800	32	通用	元气	御劲(PVP)	阵营拍卖		329							4	3	4												736	7	17	7453	0	0	0	0	6	0	0		67108863				1			0				0	
24862	气荡沧溟·铸坚坠	136173	0					7	0	349	2130	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											19902	1663	13377	5185	5314	0	0	0	0	0	0	0					6800	33	通用	力道	御劲(PVP)	阵营拍卖		329							4	3	4												736	4	17	7453	0	0	0	0	6	0	0		67108863				1			0				0	
24863	气荡沧溟·徊江坠	136174	0					7	0	349	2130	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											19902	4061	13377	5185	5314	0	0	0	0	0	0	0					6800	33	通用	身法	御劲(PVP)	阵营拍卖		329							4	3	4												736	5	17	7453	0	0	0	0	6	0	0		67108863				1			0				0	
24864	气荡沧溟·邪客坠	136175	0					7	0	349	2130	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											19902	1096	7019	5185	5314	0	0	0	0	0	0	0					6800	31	通用	治疗	治疗御劲(PVP)	阵营拍卖		329							4	3	4												736	9	17	3693	0	0	0	0	6	0	0		67108863				1			0				0	
24865	气荡沧溟·撼岳戒	136176	0					5	0	291	2130	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											19902	1096	14174	5185	5314	0	0	0	0	0	0	0							通用	根骨	御劲(PVP)	阵营拍卖									4	2	4												736	6							6	0	0		67108863				1			0				0	
24866	气荡沧溟·维心戒	136177	0					5	0	291	2130	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											19902	3889	14174	5185	5314	0	0	0	0	0	0	0							通用	元气	御劲(PVP)	阵营拍卖									4	2	4												736	7							6	0	0		67108863				1			0				0	
24867	气荡沧溟·铸坚戒	136178	0					5	0	291	2130	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											19902	1663	13377	5185	5314	0	0	0	0	0	0	0							通用	力道	御劲(PVP)	阵营拍卖									4	2	4												736	4							6	0	0		67108863				1			0				0	
24868	气荡沧溟·徊江戒	136179	0					5	0	291	2130	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											19902	4061	13377	5185	5314	0	0	0	0	0	0	0							通用	身法	御劲(PVP)	阵营拍卖									4	2	4												736	5							6	0	0		67108863				1			0				0	
24869	气荡沧溟·邪客戒	136180	0					5	0	291	2130	2	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											19902	1096	7019	5185	5314	0	0	0	0	0	0	0							通用	治疗	治疗御劲(PVP)	阵营拍卖									4	2	4												736	9							6	0	0		67108863				1			0				0	
24870	戎车·祈战	136207	159					15	14	0	15	3	2000	0	518400				0	scripts\Map\世界通用\item\装备马匹学习骑术.lua	4	atMoveSpeedPercent	1229	1229	atInvalid			atInvalid												5	100											15650	25196	25206	25182	0	0	0	0	0	0	0	0										活动									5	15	4											3	736								0	0	0		67108863				0			0				1	
