ID	Name	UiID	RepresentDec	RepresentID	ColorID	ColorID1	ColorID2	Genre	SubType	DetailType	Price	Level	BindType	MaxDurability	AbradeRate	MaxExistTime	MaxExistAmount	CanTrade	CanDestroy	SetID	ScriptName	Quality	Base1Type	Base1Min	Base1Max	Base2Type	Base2Min	Base2Max	Base3Type	Base3Min	Base3Max	Base4Type	Base4Min	Base4Max	Base5Type	Base5Min	Base5Max	Base6Type	Base6Min	Base6Max	Require1Type	Require1Value	Require2Type	Require2Value	Require3Type	Require3Value	Require4Type	Require4Value	Require5Type	Require5Value	Require6Type	Require6Value	Magic1Type	Magic2Type	Magic3Type	Magic4Type	Magic5Type	Magic6Type	Magic7Type	Magic8Type	Magic9Type	Magic10Type	Magic11Type	Magic12Type	Magic13Type	Magic14Type	Magic15Type	Magic16Type	SkillID	SkillLevel	BelongSchool	MagicKind	MagicType	GetType	_CATEGORY	CoolDownID	IconTag1	IconTag2	IsSpecialIcon	IsSpecialRepresent	CanSetColor	AucGenre	AucSubType	RequireCamp	RequireProfessionID	RequireProfessionLevel	RequireProfessionBranch	PackageGenerType	PackageSubType	TargetType	EnchantRepresentID1	EnchantRepresentID2	EnchantRepresentID3	EnchantRepresentID4	ExistType	DiamondTypeMask1	DiamondAttributeID1	DiamondTypeMask2	DiamondAttributeID2	DiamondTypeMask3	DiamondAttributeID3	EquipCoolDownID	RecommendID	MaxStrengthLevel	CanApart	MapBanUseItemMask	IgnoreBindMask	CanExterior	BelongForceMask	Represent1	SpecialRepair	CanChangeMagic	GrowthTabIndex	NeedGrowthExp	CanShared	MapBanTradeItemMask	MapCanExistItemMask	MapBanEquipItemMask	EquipUsage	BelongMap	_IsSpecialMagicType	RepairPriceRebate
16094	南桂双剑	121184		448					0	4	52	465	3	1238	209		0	1		0		3	atMeleeWeaponDamageBase	40	40	atMeleeWeaponDamageRand	27	27	atMeleeWeaponAttackSpeedBase	21	21										0												7976	221	5629	6228	38038	0	0	0	0	0	0	0							七秀	内功	会心命中	任务								1	5	7												17	5348	17	204	17	18961	735	20	1	0		0	2	32		0	1			0				1			1
16095	紫燕忆双剑	121185		448					0	4	52	465	3	1238	209		0	1		0		3	atMeleeWeaponDamageBase	40	40	atMeleeWeaponDamageRand	27	27	atMeleeWeaponAttackSpeedBase	21	21										0												7976	221	7006	0	0	0	0	0	0	0	0	0							七秀	治疗	治疗量	任务								1	5	7												17	204	17	8445	17	233	735	21	1	0		0	2	32		0	1			0				1			1
16096	文乱笛	121186		766					0	10	45	465	3	1238	209		0	1		0		3	atMeleeWeaponDamageBase	31	31	atMeleeWeaponDamageRand	20	20	atMeleeWeaponAttackSpeedBase	16	16										0												7976	221	10519	10432	38038	0	0	0	0	0	0	0							五毒	内功	会心命中	任务								1	8	7												17	10454	17	204	17	18965	735	16	1	0		0	6	64		0	1			0				1			1
16097	山照笛	121187		766					0	10	45	465	3	1238	209		0	1		0		3	atMeleeWeaponDamageBase	31	31	atMeleeWeaponDamageRand	20	20	atMeleeWeaponAttackSpeedBase	16	16										0												7976	221	7006	0	0	0	0	0	0	0	0	0							五毒	治疗	治疗量	任务								1	8	7												17	204	17	11916	17	233	735	17	1	0		0	6	64		0	1			0				1			1
16098	鸣玉弩	121188		1020					0	11	45	465	3	1238	88		0	1		0		3	atMeleeWeaponDamageBase	61	61	atMeleeWeaponDamageRand	41	41	atMeleeWeaponAttackSpeedBase	16	16										0												7976	227	10519	8207	38038	0	0	0	0	0	0	0							唐门	内功	会心命中	任务								1	9	7												17	10454	17	470	17	18965	735	24	1	0		0	7	128		0	1			0				1			1
16099	五叶弩	121189		1020					0	11	45	465	3	1238	88		0	1		0		3	atMeleeWeaponDamageBase	61	61	atMeleeWeaponDamageRand	41	41	atMeleeWeaponAttackSpeedBase	16	16										0												7976	217	6363	8207	38038	0	0	0	0	0	0	0							唐门	外功	会心命中	任务								1	9	7												17	3778	17	266	17	7582	735	23	1	0		0	7	128		0	1			0				1			1
16100	墨尘剑	121190		247					0	2	26	465	3	1238	99		0	1		0		3	atMeleeWeaponDamageBase	80	80	atMeleeWeaponDamageRand	53	53	atMeleeWeaponAttackSpeedBase	21	21										0												7976	541	6363	8207	38038	0	0	0	0	0	0	0							藏剑	外功	会心命中	任务								1	3	7												17	3778	17	244	17	7582	735	28	1	0		0	12	272		0	1			0				1			1
16101	逐火重剑	121191		623					0	9	34	465	3	1238	121		0	1		0		3	atMeleeWeaponDamageBase	123	123	atMeleeWeaponDamageRand	82	82	atMeleeWeaponAttackSpeedBase	32	32										0												7976	541	6363	8207	38038	0	0	0	0	0	0	0							藏剑	外功	会心命中	任务								1	7	7												17	3778	17	244	17	7582	735	22	1	0		0	5	256		0	1			0				1			1
16102	参天棒	121192		1529					0	13	61	465	3	1238	209		0	1		0		3	atMeleeWeaponDamageBase	104	104	atMeleeWeaponDamageRand	69	69	atMeleeWeaponAttackSpeedBase	27	27										0												7976	217	6363	8207	38038	0	0	0	0	0	0	0							丐帮	外功	会心命中	任务								1	11	7												17	3778	17	266	17	7582	735	27	1	0		0	9	512		0	1			0				1			1
16103	贞袖刀	121193		1166					0	12	45	465	3	1238	209		0	1		0		3	atMeleeWeaponDamageBase	61	61	atMeleeWeaponDamageRand	41	41	atMeleeWeaponAttackSpeedBase	16	16										0												7976	227	16374	25812	38038	0	0	0	0	0	0	0							明教	内功	会心命中	任务								1	10	7												17	16465	17	470	17	18968	735	25	1	0		0	10	1024		0	1			0				1			1
16104	霜界刀	121194		1166					0	12	45	465	3	1238	209		0	1		0		3	atMeleeWeaponDamageBase	61	61	atMeleeWeaponDamageRand	41	41	atMeleeWeaponAttackSpeedBase	16	16										0												11720	2914	38089	2784	0	0	0	0	0	0	0	0							明教	防御	外防命中	任务								1	10	7												17	2849	17	45822	17	944	735	26	1	0		0	10	1024		0	1			0				1			1
16105	边声愁	121195		1728					0	14	56	465	3	1238	209		0	1		0		3	atMeleeWeaponDamageBase	92	92	atMeleeWeaponDamageRand	61	61	atMeleeWeaponAttackSpeedBase	24	24										0												7976	541	6363	8207	38038	0	0	0	0	0	0	0							苍云	外功	会心命中	任务								1	12	7												17	3778	17	244	17	7582	735	30	1	0		0	13	2097152		0	1			0				1			1
16106	天无涯	121196		1728					0	14	56	465	3	1238	209		0	1		0		3	atMeleeWeaponDamageBase	92	92	atMeleeWeaponDamageRand	61	61	atMeleeWeaponAttackSpeedBase	24	24										0												11720	2914	38089	2784	0	0	0	0	0	0	0	0							苍云	防御	外防命中	任务								1	12	7												17	2849	17	45822	17	944	735	31	1	0		0	13	2097152		0	1			0				1			1
16107	潭影琴	121197		1801					0	15	45	465	3	1238	209		0	1		0		3	atMeleeWeaponDamageBase	31	31	atMeleeWeaponDamageRand	20	20	atMeleeWeaponAttackSpeedBase	16	16										0												7976	221	5629	6228	38038	0	0	0	0	0	0	0							长歌	内功	会心命中	任务								1	13	7												17	5348	17	204	17	18961	735	32	1	0		0	14	4194304		0	1			0				1			1
16108	江流琴	121198		1801					0	15	45	465	3	1238	209		0	1		0		3	atMeleeWeaponDamageBase	31	31	atMeleeWeaponDamageRand	20	20	atMeleeWeaponAttackSpeedBase	16	16										0												7976	221	7006	0	0	0	0	0	0	0	0	0							长歌	治疗	治疗量	任务								1	13	7												17	204	17	8445	17	233	735	33	1	0		0	14	4194304		0	1			0				1			1
16109	碎瑶刀	121199		2007					0	16	56	465	3	1238	209		0	1		0		3	atMeleeWeaponDamageBase	92	92	atMeleeWeaponDamageRand	61	61	atMeleeWeaponAttackSpeedBase	24	24										0												7976	217	6363	8207	38038	0	0	0	0	0	0	0							霸刀	外功	会心命中	任务								1	14	7												17	3778	17	266	17	7582	735	34	1	0		0	15	8388608		0	1			0				1			1
16110	明庭囊	121236		0					1	6	29	483	3	867	228		0	1		0		3	atRangeWeaponDamageBase	76	76	atRangeWeaponDamageRand	51	51	atRangeWeaponAttackSpeedBase	24	24										0												3077	112	892	1940	0	0	0	0	0	0	0	0							通用	根骨	会心	任务								2	1	7												17	2830	0	0	0	0	735	6	1	0		0	0	4198512		0	1			0				1			1
16111	禹功囊	121237		0					1	6	29	483	3	867	228		0	1		0		3	atRangeWeaponDamageBase	76	76	atRangeWeaponDamageRand	51	51	atRangeWeaponAttackSpeedBase	24	24										0												3077	248	892	22817	0	0	0	0	0	0	0	0							通用	元气	会心	任务								2	1	7												17	17845	0	0	0	0	735	7	1	0		0	0	3206		0	1			0				1			1
16112	雨蒙囊	121238		0					1	6	29	483	3	867	228		0	1		0		3	atRangeWeaponDamageBase	76	76	atRangeWeaponDamageRand	51	51	atRangeWeaponAttackSpeedBase	24	24										0												3077	296	366	939	0	0	0	0	0	0	0	0							通用	力道	会心	任务								2	1	7												17	223	0	0	0	0	735	4	1	0		0	0	8397448		0	1			0				1			1
16113	西陆蝉囊	121239		0					1	6	29	483	3	867	228		0	1		0		3	atRangeWeaponDamageBase	76	76	atRangeWeaponDamageRand	51	51	atRangeWeaponAttackSpeedBase	24	24										0												3077	92	366	939	0	0	0	0	0	0	0	0							通用	身法	会心	任务								2	1	7												17	223	0	0	0	0	735	5	1	0		0	0	52445456		0	1			0				1			1
16114	堕泪囊	121240		0					1	6	29	483	3	867	228		0	1		0		3	atRangeWeaponDamageBase	76	76	atRangeWeaponDamageRand	51	51	atRangeWeaponAttackSpeedBase	24	24										0												3077	87	720	0	0	0	0	0	0	0	0	0							通用	治疗	治疗量	任务								2	1	7												17	233	0	0	0	0	735	9	1	0		0	0	4198500		0	1			0				1			1
16115	白浪风囊	121241		0					1	6	29	483	3	867	228		0	1		0		3	atRangeWeaponDamageBase	76	76	atRangeWeaponDamageRand	51	51	atRangeWeaponAttackSpeedBase	24	24										0												4412	7091	38130	2319	0	0	0	0	0	0	0	0							通用	防御	外防命中	任务								2	1	7												17	45822	0	0	0	0	735	8	1	0		0	0	2098186		0	1			0				1			1
16116	荒城棍	121266		55					0	0	61	465	3	1238	95		0	1		0		3	atMeleeWeaponDamageBase	104	104	atMeleeWeaponDamageRand	69	69	atMeleeWeaponAttackSpeedBase	27	27										0												7976	227	11140	19182	38038	0	0	0	0	0	0	0							少林	内功	破防命中	任务								1	1	7												17	470	17	8132	17	18963	735	12	1	0		0	11	2		0	1			0				1			1
16117	孤蓬棍	121267		55					0	0	61	465	3	1238	95		0	1		0		3	atMeleeWeaponDamageBase	104	104	atMeleeWeaponDamageRand	69	69	atMeleeWeaponAttackSpeedBase	27	27										0												11720	2914	38089	2784	0	0	0	0	0	0	0	0							少林	防御	外防命中	任务								1	1	7												17	2849	17	45822	17	944	735	13	1	0		0	11	2		0	1			0				1			1
16118	逝川笔	121268		559					0	5	45	465	3	1238	181		0	1		0		3	atMeleeWeaponDamageBase	31	31	atMeleeWeaponDamageRand	20	20	atMeleeWeaponAttackSpeedBase	16	16										0												7976	227	4870	19183	38038	0	0	0	0	0	0	0							万花	内功	破防命中	任务								1	6	7												17	470	17	3581	17	18960	735	14	1	0		0	4	4		0	1			0				1			1
16119	归舟笔	121269		559					0	5	45	465	3	1238	181		0	1		0		3	atMeleeWeaponDamageBase	31	31	atMeleeWeaponDamageRand	20	20	atMeleeWeaponAttackSpeedBase	16	16										0												7976	221	7006	0	0	0	0	0	0	0	0	0							万花	治疗	治疗量	任务								1	6	7												17	204	17	3595	17	233	735	15	1	0		0	4	4		0	1			0				1			1
16120	孤景枪	121270		175	8				0	1	61	465	3	1238	95		0	1		0		3	atMeleeWeaponDamageBase	104	104	atMeleeWeaponDamageRand	69	69	atMeleeWeaponAttackSpeedBase	27	27										0												7976	217	6363	6210	38038	0	0	0	0	0	0	0							天策	外功	破防命中	任务								1	2	7												17	266	17	3778	17	7582	735	10	1	0		0	3	8		0	1			0				1			1
16121	流离长枪	121271		175	8				0	1	61	465	3	1238	95		0	1		0		3	atMeleeWeaponDamageBase	104	104	atMeleeWeaponDamageRand	69	69	atMeleeWeaponAttackSpeedBase	27	27										0												11720	2914	38089	2784	0	0	0	0	0	0	0	0							天策	防御	外防命中	任务								1	2	7												17	2849	17	45822	17	4728	735	11	1	0		0	3	8		0	1			0				1			1
16122	飘风剑	121272		244					0	2	52	465	3	1238	86		0	1		0		3	atMeleeWeaponDamageBase	40	40	atMeleeWeaponDamageRand	27	27	atMeleeWeaponAttackSpeedBase	21	21										0												7976	221	4870	19183	38038	0	0	0	0	0	0	0							纯阳	内功	破防命中	任务								1	3	7												17	204	17	3581	17	18960	735	19	1	0		0	12	16		0	1			0				1			1
16123	终日剑	121273		244					0	2	52	465	3	1238	86		0	1		0		3	atMeleeWeaponDamageBase	80	80	atMeleeWeaponDamageRand	53	53	atMeleeWeaponAttackSpeedBase	21	21										0												7976	541	6363	6210	38038	0	0	0	0	0	0	0							纯阳	外功	破防命中	任务								1	3	7												17	244	17	3778	17	7582	735	28	1	0		0	12	272		0	1			0				1			1
16124	画梁双剑	121274		468					0	4	52	465	3	1238	181		0	1		0		3	atMeleeWeaponDamageBase	40	40	atMeleeWeaponDamageRand	27	27	atMeleeWeaponAttackSpeedBase	21	21										0												7976	221	5629	19186	38038	0	0	0	0	0	0	0							七秀	内功	破防命中	任务								1	5	7												17	204	17	5348	17	18961	735	20	1	0		0	2	32		0	1			0				1			1
16125	炊金双剑	121275		468					0	4	52	465	3	1238	181		0	1		0		3	atMeleeWeaponDamageBase	40	40	atMeleeWeaponDamageRand	27	27	atMeleeWeaponAttackSpeedBase	21	21										0												7976	221	7006	0	0	0	0	0	0	0	0	0							七秀	治疗	治疗量	任务								1	5	7												17	204	17	8445	17	233	735	21	1	0		0	2	32		0	1			0				1			1
16126	泛水笛	121276		768					0	10	45	465	3	1238	181		0	1		0		3	atMeleeWeaponDamageBase	31	31	atMeleeWeaponDamageRand	20	20	atMeleeWeaponAttackSpeedBase	16	16										0												7976	221	10519	19187	38038	0	0	0	0	0	0	0							五毒	内功	破防命中	任务								1	8	7												17	204	17	10454	17	18965	735	16	1	0		0	6	64		0	1			0				1			1
16127	露泣笛	121277		768					0	10	45	465	3	1238	181		0	1		0		3	atMeleeWeaponDamageBase	31	31	atMeleeWeaponDamageRand	20	20	atMeleeWeaponAttackSpeedBase	16	16										0												7976	221	7006	0	0	0	0	0	0	0	0	0							五毒	治疗	治疗量	任务								1	8	7												17	204	17	11916	17	233	735	17	1	0		0	6	64		0	1			0				1			1
16128	景光弩	121278		1035					0	11	45	465	3	1238	76		0	1		0		3	atMeleeWeaponDamageBase	61	61	atMeleeWeaponDamageRand	41	41	atMeleeWeaponAttackSpeedBase	16	16										0												7976	227	10519	19187	38038	0	0	0	0	0	0	0							唐门	内功	破防命中	任务								1	9	7												17	470	17	10454	17	18965	735	24	1	0		0	7	128		0	1			0				1			1
16129	曲嘉弩	121279		1035					0	11	45	465	3	1238	76		0	1		0		3	atMeleeWeaponDamageBase	61	61	atMeleeWeaponDamageRand	41	41	atMeleeWeaponAttackSpeedBase	16	16										0												7976	217	6363	6210	38038	0	0	0	0	0	0	0							唐门	外功	破防命中	任务								1	9	7												17	266	17	3778	17	7582	735	23	1	0		0	7	128		0	1			0				1			1
16130	清路尘剑	121280		298					0	2	26	465	3	1238	86		0	1		0		3	atMeleeWeaponDamageBase	80	80	atMeleeWeaponDamageRand	53	53	atMeleeWeaponAttackSpeedBase	21	21										0												7976	541	6363	6210	38038	0	0	0	0	0	0	0							藏剑	外功	破防命中	任务								1	3	7												17	244	17	3778	17	7582	735	28	1	0		0	12	272		0	1			0				1			1
16131	长逝重剑	121281		610					0	9	34	465	3	1238	105		0	1		0		3	atMeleeWeaponDamageBase	123	123	atMeleeWeaponDamageRand	82	82	atMeleeWeaponAttackSpeedBase	32	32										0												7976	541	6363	6210	38038	0	0	0	0	0	0	0							藏剑	外功	破防命中	任务								1	7	7												17	244	17	3778	17	7582	735	22	1	0		0	5	256		0	1			0				1			1
16132	清时棒	121282		1511					0	13	61	465	3	1238	181		0	1		0		3	atMeleeWeaponDamageBase	104	104	atMeleeWeaponDamageRand	69	69	atMeleeWeaponAttackSpeedBase	27	27										0												7976	217	6363	6210	38038	0	0	0	0	0	0	0							丐帮	外功	破防命中	任务								1	11	7												17	266	17	3778	17	7582	735	27	1	0		0	9	512		0	1			0				1			1
16133	良素刀	121283		1159					0	12	45	465	3	1238	181		0	1		0		3	atMeleeWeaponDamageBase	61	61	atMeleeWeaponDamageRand	41	41	atMeleeWeaponAttackSpeedBase	16	16										0												7976	227	16374	19188	38038	0	0	0	0	0	0	0							明教	内功	破防命中	任务								1	10	7												17	470	17	16465	17	18968	735	25	1	0		0	10	1024		0	1			0				1			1
16134	日雪刀	121284		1159					0	12	45	465	3	1238	181		0	1		0		3	atMeleeWeaponDamageBase	61	61	atMeleeWeaponDamageRand	41	41	atMeleeWeaponAttackSpeedBase	16	16										0												11720	2914	38089	2784	0	0	0	0	0	0	0	0							明教	防御	外防命中	任务								1	10	7												17	2849	17	45822	17	944	735	26	1	0		0	10	1024		0	1			0				1			1
16135	胡城赤	121285		1745					0	14	56	465	3	1238	181		0	1		0		3	atMeleeWeaponDamageBase	92	92	atMeleeWeaponDamageRand	61	61	atMeleeWeaponAttackSpeedBase	24	24										0												7976	541	6363	6210	38038	0	0	0	0	0	0	0							苍云	外功	破防命中	任务								1	12	7												17	244	17	3778	17	7582	735	30	1	0		0	13	2097152		0	1			0				1			1
16136	边月冷	121286		1745					0	14	56	465	3	1238	181		0	1		0		3	atMeleeWeaponDamageBase	92	92	atMeleeWeaponDamageRand	61	61	atMeleeWeaponAttackSpeedBase	24	24										0												11720	2914	38089	2784	0	0	0	0	0	0	0	0							苍云	防御	外防命中	任务								1	12	7												17	2849	17	45822	17	944	735	31	1	0		0	13	2097152		0	1			0				1			1
16137	夜乌琴	121287		1828					0	15	45	465	3	1238	181		0	1		0		3	atMeleeWeaponDamageBase	31	31	atMeleeWeaponDamageRand	20	20	atMeleeWeaponAttackSpeedBase	16	16										0												7976	221	5629	19186	38038	0	0	0	0	0	0	0							长歌	内功	破防命中	任务								1	13	7												17	204	17	5348	17	18961	735	32	1	0		0	14	4194304		0	1			0				1			1
16138	芦洲琴	121288		1828					0	15	45	465	3	1238	181		0	1		0		3	atMeleeWeaponDamageBase	31	31	atMeleeWeaponDamageRand	20	20	atMeleeWeaponAttackSpeedBase	16	16										0												7976	221	7006	0	0	0	0	0	0	0	0	0							长歌	治疗	治疗量	任务								1	13	7												17	204	17	8445	17	233	735	33	1	0		0	14	4194304		0	1			0				1			1
16139	舜壤刀	121289		2001					0	16	56	465	3	1238	181		0	1		0		3	atMeleeWeaponDamageBase	92	92	atMeleeWeaponDamageRand	61	61	atMeleeWeaponAttackSpeedBase	24	24										0												7976	217	6363	6210	38038	0	0	0	0	0	0	0							霸刀	外功	破防命中	任务								1	14	7												17	266	17	3778	17	7582	735	34	1	0		0	15	8388608		0	1			0				1			1
16140	穷北囊	121326		0					1	6	29	483	3	867	206		0	1		0		3	atRangeWeaponDamageBase	76	76	atRangeWeaponDamageRand	51	51	atRangeWeaponAttackSpeedBase	24	24										0												3077	112	892	1940	0	0	0	0	0	0	0	0							通用	根骨	会心	任务								2	1	7												17	2830	0	0	0	0	735	6	1	0		0	0	4198512		0	1			0				1			1
16141	雾帆囊	121327		0					1	6	29	483	3	867	206		0	1		0		3	atRangeWeaponDamageBase	76	76	atRangeWeaponDamageRand	51	51	atRangeWeaponAttackSpeedBase	24	24										0												3077	248	892	22817	0	0	0	0	0	0	0	0							通用	元气	会心	任务								2	1	7												17	17845	0	0	0	0	735	7	1	0		0	0	3206		0	1			0				1			1
16142	帝乡囊	121328		0					1	6	29	483	3	867	206		0	1		0		3	atRangeWeaponDamageBase	76	76	atRangeWeaponDamageRand	51	51	atRangeWeaponAttackSpeedBase	24	24										0												3077	296	366	939	0	0	0	0	0	0	0	0							通用	力道	会心	任务								2	1	7												17	223	0	0	0	0	735	4	1	0		0	0	8397448		0	1			0				1			1
16143	白驹囊	121329		0					1	6	29	483	3	867	206		0	1		0		3	atRangeWeaponDamageBase	76	76	atRangeWeaponDamageRand	51	51	atRangeWeaponAttackSpeedBase	24	24										0												3077	92	366	939	0	0	0	0	0	0	0	0							通用	身法	会心	任务								2	1	7												17	223	0	0	0	0	735	5	1	0		0	0	52445456		0	1			0				1			1
16144	孤征引囊	121330		0					1	6	29	483	3	867	206		0	1		0		3	atRangeWeaponDamageBase	76	76	atRangeWeaponDamageRand	51	51	atRangeWeaponAttackSpeedBase	24	24										0												3077	87	1323	18082	0	0	0	0	0	0	0	0							通用	治疗	治疗急速	任务								2	1	7												17	2830	0	0	0	0	735	9	1	0		0	0	4198500		0	1			0				1			1
16145	墟烟囊	121331		0					1	6	29	483	3	867	206		0	1		0		3	atRangeWeaponDamageBase	76	76	atRangeWeaponDamageRand	51	51	atRangeWeaponAttackSpeedBase	24	24										0												4412	11954	930	38109	2319	0	0	0	0	0	0	0							通用	防御	闪避命中	任务								2	1	7												17	944	0	0	0	0	735	8	1	0		0	0	2098186		0	1			0				1			1
16146	天馆棍	121356		86	8				0	0	88	660	3	1320	155		0	1		0		3	atMeleeWeaponDamageBase	148	148	atMeleeWeaponDamageRand	99	99	atMeleeWeaponAttackSpeedBase	27	27										0												11375	1138	19011	9740	38681	0	0	0	0	0	0	0							少林	内功	会心命中	任务								1	1	7												17	8132	17	470	17	18963	735	12	1	0		0	11	2		0	1			0				1			1
16147	青瑛棍	121357		86	8				0	0	88	660	3	1320	155		0	1		0		3	atMeleeWeaponDamageBase	148	148	atMeleeWeaponDamageRand	99	99	atMeleeWeaponAttackSpeedBase	27	27										0												13892	2271	38188	4592	0	0	0	0	0	0	0	0							少林	防御	外防命中	任务								1	1	7												17	2849	17	45822	17	944	735	13	1	0		0	11	2		0	1			0				1			1
16148	高风笔	121358		542					0	5	65	660	3	1320	294		0	1		0		3	atMeleeWeaponDamageBase	44	44	atMeleeWeaponDamageRand	29	29	atMeleeWeaponAttackSpeedBase	16	16										0												11375	1138	13051	5259	38681	0	0	0	0	0	0	0							万花	内功	会心命中	任务								1	6	7												17	3581	17	470	17	18960	735	14	1	0		0	4	4		0	1			0				1			1
16149	长悲笔	121359		542					0	5	65	660	3	1320	294		0	1		0		3	atMeleeWeaponDamageBase	44	44	atMeleeWeaponDamageRand	29	29	atMeleeWeaponAttackSpeedBase	16	16										0												11375	1180	8418	0	0	0	0	0	0	0	0	0							万花	治疗	治疗量	任务								1	6	7												17	204	17	3595	17	233	735	15	1	0		0	4	4		0	1			0				1			1
16150	天铭枪	121360		184	2				0	1	88	660	3	1320	155		0	1		0		3	atMeleeWeaponDamageBase	148	148	atMeleeWeaponDamageRand	99	99	atMeleeWeaponAttackSpeedBase	27	27										0												11375	516	13380	4238	38681	0	0	0	0	0	0	0							天策	外功	会心命中	任务								1	2	7												17	3778	17	266	17	7582	735	10	1	0		0	3	8		0	1			0				1			1
16151	茕立枪	121361		184	2				0	1	88	660	3	1320	155		0	1		0		3	atMeleeWeaponDamageBase	148	148	atMeleeWeaponDamageRand	99	99	atMeleeWeaponAttackSpeedBase	27	27										0												13892	2271	38188	4592	0	0	0	0	0	0	0	0							天策	防御	外防命中	任务								1	2	7												17	2849	17	45822	17	4728	735	11	1	0		0	3	8		0	1			0				1			1
16152	抱朴剑	121362		247					0	2	75	660	3	1320	139		0	1		0		3	atMeleeWeaponDamageBase	57	57	atMeleeWeaponDamageRand	38	38	atMeleeWeaponAttackSpeedBase	21	21										0												11375	1180	13051	5259	38681	0	0	0	0	0	0	0							纯阳	内功	会心命中	任务								1	3	7												17	3581	17	204	17	18960	735	19	1	0		0	12	16		0	1			0				1			1
16153	孔德剑	121363		247					0	2	75	660	3	1320	139		0	1		0		3	atMeleeWeaponDamageBase	113	113	atMeleeWeaponDamageRand	76	76	atMeleeWeaponAttackSpeedBase	21	21										0												11375	1662	13380	4238	38681	0	0	0	0	0	0	0							纯阳	外功	会心命中	任务								1	3	7												17	3778	17	244	17	7582	735	28	1	0		0	12	272		0	1			0				1			1
16154	桑碧双剑	121364		490					0	4	75	660	3	1320	294		0	1		0		3	atMeleeWeaponDamageBase	57	57	atMeleeWeaponDamageRand	38	38	atMeleeWeaponAttackSpeedBase	21	21										0												11375	1180	4559	30732	38681	0	0	0	0	0	0	0							七秀	内功	会心命中	任务								1	5	7												17	5348	17	204	17	18961	735	20	1	0		0	2	32		0	1			0				1			1
16155	万色双剑	121365		490					0	4	75	660	3	1320	294		0	1		0		3	atMeleeWeaponDamageBase	57	57	atMeleeWeaponDamageRand	38	38	atMeleeWeaponAttackSpeedBase	21	21										0												11375	1180	8418	0	0	0	0	0	0	0	0	0							七秀	治疗	治疗量	任务								1	5	7												17	204	17	8445	17	233	735	21	1	0		0	2	32		0	1			0				1			1
16156	翠渚笛	121366		760					0	10	65	660	3	1320	294		0	1		0		3	atMeleeWeaponDamageBase	44	44	atMeleeWeaponDamageRand	29	29	atMeleeWeaponAttackSpeedBase	16	16										0												11375	1180	14075	10610	38681	0	0	0	0	0	0	0							五毒	内功	会心命中	任务								1	8	7												17	10454	17	204	17	18965	735	16	1	0		0	6	64		0	1			0				1			1
16157	竹潭笛	121367		760					0	10	65	660	3	1320	294		0	1		0		3	atMeleeWeaponDamageBase	44	44	atMeleeWeaponDamageRand	29	29	atMeleeWeaponAttackSpeedBase	16	16										0												11375	1180	8418	0	0	0	0	0	0	0	0	0							五毒	治疗	治疗量	任务								1	8	7												17	204	17	11916	17	233	735	17	1	0		0	6	64		0	1			0				1			1
16158	三河弩	121368		1031					0	11	65	660	3	1320	124		0	1		0		3	atMeleeWeaponDamageBase	87	87	atMeleeWeaponDamageRand	58	58	atMeleeWeaponAttackSpeedBase	16	16										0												11375	1138	14075	4238	38681	0	0	0	0	0	0	0							唐门	内功	会心命中	任务								1	9	7												17	10454	17	470	17	18965	735	24	1	0		0	7	128		0	1			0				1			1
16159	灵光弩	121369		1031					0	11	65	660	3	1320	124		0	1		0		3	atMeleeWeaponDamageBase	87	87	atMeleeWeaponDamageRand	58	58	atMeleeWeaponAttackSpeedBase	16	16										0												11375	516	13380	4238	38681	0	0	0	0	0	0	0							唐门	外功	会心命中	任务								1	9	7												17	3778	17	266	17	7582	735	23	1	0		0	7	128		0	1			0				1			1
16160	笙成剑	121370		259					0	2	37	660	3	1320	139		0	1		0		3	atMeleeWeaponDamageBase	113	113	atMeleeWeaponDamageRand	76	76	atMeleeWeaponAttackSpeedBase	21	21										0												11375	1662	13380	4238	38681	0	0	0	0	0	0	0							藏剑	外功	会心命中	任务								1	3	7												17	3778	17	244	17	7582	735	28	1	0		0	12	272		0	1			0				1			1
16161	流光岑重剑	121371		617					0	9	49	660	3	1320	170		0	1		0		3	atMeleeWeaponDamageBase	174	174	atMeleeWeaponDamageRand	116	116	atMeleeWeaponAttackSpeedBase	32	32										0												11375	1662	13380	4238	38681	0	0	0	0	0	0	0							藏剑	外功	会心命中	任务								1	7	7												17	3778	17	244	17	7582	735	22	1	0		0	5	256		0	1			0				1			1
16162	嘉会棒	121372		1510					0	13	88	660	3	1320	294		0	1		0		3	atMeleeWeaponDamageBase	148	148	atMeleeWeaponDamageRand	99	99	atMeleeWeaponAttackSpeedBase	27	27										0												11375	516	13380	4238	38681	0	0	0	0	0	0	0							丐帮	外功	会心命中	任务								1	11	7												17	3778	17	266	17	7582	735	27	1	0		0	9	512		0	1			0				1			1
16163	衔觞刀	121373		1172					0	12	65	660	3	1320	294		0	1		0		3	atMeleeWeaponDamageBase	87	87	atMeleeWeaponDamageRand	58	58	atMeleeWeaponAttackSpeedBase	16	16										0												11375	1138	16750	30733	38681	0	0	0	0	0	0	0							明教	内功	会心命中	任务								1	10	7												17	16465	17	470	17	18968	735	25	1	0		0	10	1024		0	1			0				1			1
